Commune;Population standardisée par la consommation de soins de médecine générale par tranche d'âge;APL aux médecins généralistes
07201;2582,658075;4,357203173
07202;175,6766389;0
07203;130,0869147;0
07204;2531,162538;2,715818314
07205;1374,667059;2,554737311
07206;102,6882838;2,817558478
07207;1180,829875;3,439091419
07208;121,8390108;2,019879858
07209;61,11437639;0,624869114
07210;546,8159361;0,763408146
07211;519,8399473;2,932890928
07212;226,8140703;1,212726991
07213;155,251139;0
07214;212,9010122;4,171559487
07215;218,18207;2,834819115
07216;537,091053;3,714872022
07217;827,8862494;0,885690385
07218;368,6193455;3,397438888
07219;283,0537122;1,673542277
07220;111,5481284;1,555450433
07221;250,7703688;0,672437745
07222;213,8689469;3,110900866
07223;149,5541256;2,146477346
07224;228,6182543;0,775907337
07225;1133,652313;4,312863363
07226;90,90626958;1,23183933
07227;1338,384521;4,06263506
07228;874,0424926;3,488900308
07229;1009,522496;4,451021582
07230;398,0616657;0,501935034
07231;2854,807659;3,786815989
07232;451,6729478;7,751167302
07233;231,3643819;3,242635321
07234;278,096581;4,411786017
07235;234,3216958;0
07236;1372,018238;3,331969059
07237;780,2320308;3,955250427
07238;331,5177178;3,972367258
07239;119,0607068;1,330655172
07240;2270,789713;1,67471283
07241;690,449909;4,817613953
07242;127,9882137;0,979018898
07243;302,5770634;2,075579182
07244;270,6310269;1,812887359
07245;2629,287084;3,677485403
07247;737,4169458;3,556526899
07248;256,6908526;1,543273947
07249;111,4374428;1,268360774
07250;476,6663918;3,17222824
07251;174,6996194;0,295089098
07253;211,5201646;0
07254;875,4317127;2,494187089
07255;1475,968526;4,185691826
07257;116,2065865;2,026053238
07258;244,8736663;0,195720146
07259;1681,629281;3,40299793
07260;890,2539102;2,264122778
07261;1591,521108;2,747898659
07262;203,5976832;2,2675387
07263;112,162598;1,154179431
07264;2454,866745;2,684237903
07265;1424,207914;4,359863932
07266;126,3728986;2,335812395
07267;269,8210128;0,274913174
07268;1011,368929;2,378282865
07269;1291,725929;3,935640387
07270;440,7551234;1,186961331
07272;317,2802413;3,339671852
07273;239,1050375;1,41850273
07274;235,3525791;3,830164734
07275;123,5322713;0
07276;267,1470447;3,110900866
07277;158,1162244;0,396633924
07278;357,5425264;3,900966442
07279;1870,236824;2,181106354
07280;1067,103887;2,958589661
07281;7891,581695;4,395385904
07282;442,5922605;3,47690403
07283;61,56113172;0,206107881
07284;166,6012397;1,88224318
07285;117,5596082;1,355998387
07286;632,0441627;2,210093484
07287;291,927526;2,607848777
07288;1205,482546;1,629981675
07289;1838,083495;4,428025586
07290;274,9566237;4,454590079
07291;888,2423639;0,847255814
07292;1187,181101;2,501612803
07293;852,7100606;0,559627404
07294;563,9560979;2,889197349
07295;1267,903561;4,451276092
07296;1713,947116;3,693898056
07297;494,290644;1,086575582
07298;734,9997577;3,30743939
07299;128,4398478;0,454980437
07300;448,1122891;1,900426002
07301;986,1062166;2,157254728
07302;828,7939859;1,742737964
07303;237,5492375;2,088079083
07304;722,9462517;4,526262928
07305;403,677156;2,82336477
07306;242,0726423;4,062969463
07307;469,3558777;1,430582269
07308;2206,580351;3,996999312
07309;1694,631021;2,748294331
07310;865,0218647;3,997761166
07311;150,3430676;1,194849312
07312;537,2150809;1,811393079
07313;1256,636684;5,049196999
07314;379,5267695;4,238870968
07315;409,3207738;1,210405008
07316;2215,024876;4,343774415
07317;1033,503022;3,673198757
07318;205,9321464;1,712485757
07319;8791,558238;3,676664617
07321;231,2866626;3,411315104
07322;1371,468246;3,084189153
07323;1665,577667;2,519541486
07324;10640,87211;3,289816184
07325;2187,659645;4,225181022
07326;127,7132855;0
07327;443,3526645;5,015076373
07328;576,688666;4,056012377
07329;478,731421;0
07330;2630,437726;3,976678739
07331;3992,70077;3,138551366
07332;458,8812575;1,33429492
07333;945,1604341;1,400101847
07334;3021,739589;3,636383207
07335;212,1693171;2,613864317
07336;259,9855405;2,474067926
07337;2583,975362;3,264969856
07338;2112,625941;4,163785317
07339;1949,22279;2,608970346
07340;1620,007086;2,502966201
07341;3171,925829;3,128406129
07342;1219,517552;1,428922195
07343;1371,707528;3,332563038
07344;446,0372838;3,003530253
07345;928,4809661;3,099178547
07346;3865,52499;3,526448921
07347;631,8531959;0,861251207
07348;1091,498019;4,499903727
07349;5336,364793;3,258739807
08001;469,7500509;4,685449839
08003;1699,720544;2,892030344
08004;217,2688191;3,800939572
08005;140,5318814;3,519512743
08006;233,9093555;3,264939851
08008;704,4583734;4,220346582
08010;136,9294125;4,224464065
08011;213,0604436;2,175314608
08013;397,4230011;3,642528989
08014;130,5678527;3,825880698
08015;104,7713666;2,905390047
08016;212,072934;2,146974434
08017;127,0477794;4,686434676
08018;72,42452934;3,20463775
08019;58,09396584;2,610529104
08020;61,33980578;3,345298667
08021;149,7784318;3,929600736
08022;320,654497;5,015833786
08023;68,90670253;1,158367376
08024;1143,330075;3,754994405
08025;1173,831862;3,335765513
08026;313,2851044;3,245013175
08027;101,337016;2,569549352
08028;914,8861038;3,210875855
08029;87,85789498;0,866492394
08030;67,45017726;4,571939478
08031;55,93020318;1,26539531
08032;208,919456;4,061114401
08033;94,41730941;4,948312079
08034;356,5013837;4,112599181
08035;67,79338326;4,04895
08036;136,286724;4,694793721
08037;875,9273897;4,370946787
08038;309,833515;5,328616673
08039;464,1473625;3,888366476
08040;880,0827067;5,752463556
08041;202,7273998;2,068059442
08043;1667,542879;3,633788381
08044;142,4751363;3,693148007
08045;291,4657729;4,414398027
08046;157,4437148;2,390017264
08047;107,5131749;1,063972855
08048;421,3936162;3,216068254
08049;123,7234349;3,149587921
08052;103,2029289;4,34417102
08053;2373,254139;5,402748318
08055;425,9798813;2,973886164
08056;48,71760003;6,787180555
08057;262,1056134;5,032391459
08058;224,4111924;4,118156084
08059;36,32424102;2,130606297
08060;265,9537114;6,167520584
08061;39,03221968;2,869534401
08062;134,8436861;2,594012334
08063;146,1528205;1,345022844
08064;306,5325835;4,553869352
08065;55,78102;2,677497
08066;69,39806212;3,781809194
08067;1232,2523;3,371253252
08069;169,0489902;1,564073431
08070;331,8174688;4,360439469
08071;140,0405227;3,266558404
08073;104,4887654;3,029302144
08074;57,48465524;1,26539531
08075;145,2401178;6,240342089
08076;945,1765763;3,792877598
08077;56,38250457;4,529336309
08078;830,5851568;4,992355787
08080;119,5244529;2,887384714
08081;5122,806516;2,271975465
08082;78,18760723;4,41258838
08083;366,2536031;4,217925931
08084;248,266611;3,180117056
08085;220,2914059;3,824440829
08086;102,3361337;8,130594973
08087;145,4702288;2,702218771
08088;131,4570898;1,720297224
08089;357,4826475;3,149587921
08090;3034,295746;3,683730726
08092;197,0674921;3,443478814
08094;58,77923069;2,991774048
08095;180,6472508;1,88110959
08096;657,8562581;4,491326262
08097;468,8775829;5,143880191
08098;72,99015893;6,787180555
08099;114,8723302;3,585599923
08100;72,23668268;2,918102111
08101;181,4158452;1,670514852
08102;101,3878497;2,242534565
08103;228,8520205;2,771894684
08104;53,92065126;4,163941104
08105;47342,59663;5,118650314
08106;80,1576269;2,744521049
08107;1406,092098;3,589948868
08109;164,5813079;5,502394631
08110;173,1141678;4,355952837
08111;745,1932656;4,792626701
08113;487,0254952;2,966726719
08115;567,1440307;1,47993118
08116;1092,500414;3,429378048
08117;169,3603954;2,250562434
08119;423,2664931;2,506538944
08120;48,38554041;7,496218463
08121;140,5928986;4,630036107
08122;768,301048;3,458129845
08123;74,03834432;4,383473029
08124;346,3198071;3,308716374
08125;368,4448034;5,512651838
08126;210,2211469;3,572675989
08128;70,70370081;3,065044654
08130;80,73365895;2,489323659
08131;73,31062593;5,360825799
08132;183,7814549;2,937559593
08133;491,1872208;4,404039423
08134;93,73995845;4,021824269
08135;158,0104753;6,578149638
08136;338,6719627;3,832278211
08137;460,6153054;5,485853626
08138;241,2813702;2,729543785
08139;1072,200165;2,793908294
08140;1081,23758;2,91186408
08141;187,7419099;1,967085918
08142;2158,431496;4,25452142
08143;82,57675245;2,814961418
08144;93,88087079;3,535547031
08145;2083,58833;4,543310546
08146;102,4023685;3,107621519
08147;80,93427297;4,230570525
08148;247,7813671;5,257611869
08149;143,0821407;3,524268734
08150;182,4608591;3,767379624
08151;321,638115;3,037149837
08153;342,8141644;2,680513209
08154;76,53446983;2,460971916
08155;99,54791428;4,390516023
08156;490,6631126;4,669091409
08158;290,4780434;2,233787075
08159;121,5074022;4,084539254
08160;190,1589511;3,454792812
08161;40,7802697;4,294444001
08162;344,5333156;3,217924828
08163;248,024541;3,013392709
08164;355,4948597;5,453373565
08165;57,94316042;3,049881399
08166;254,3695705;3,207642708
08167;87,19663476;2,345189383
08168;181,2327503;3,423538924
08169;123,3693956;3,328281024
08170;194,1148465;1,447102053
08171;96,58685629;5,502394631
08172;176,7996244;3,463922845
08173;1700,184319;4,001777063
08174;2449,84309;2,453726935
08175;203,5604682;3,835691857
08176;56,58205104;3,149587921
08178;199,6703831;3,497031929
08179;606,3989945;2,331380178
08180;1675,203399;5,859239345
08182;63,36992382;1,429587267
08183;1036,253513;2,366959037
08184;84,41201457;3,108616485
08185;3669,302546;2,953548866
08186;44,31933894;5,988192441
08187;321,6022089;2,949508241
08188;1067,414358;0,679142465
08189;151,4368519;4,671049797
08190;6741,104204;3,290106453
08191;1018,245102;2,390948757
08192;95,89692533;3,539153573
08193;266,8282796;3,559880433
08194;990,3895679;4,095365121
08195;318,3222073;3,197746931
08196;96,62853863;2,534720125
08197;48,51694297;4,980102229
08198;575,4536321;6,561766561
08199;765,6831781;2,509713793
08200;188,643745;4,20637551
08201;92,52645798;1,285163327
08202;522,7456888;3,256823562
08203;298,5181162;3,731602653
08204;95,57649098;2,93548613
08205;73,0750344;2,33500917
08206;359,8955969;4,481819818
08207;242,274712;3,458129845
08208;162,3046858;3,029302144
08209;450,4157893;1,836409586
08210;121,8274819;2,431098053
08211;744,5398843;3,078643056
08212;503,6529361;5,308664239
08214;485,6037266;1,544089654
08215;47,52945612;3,149587921
08216;304,1391757;4,463697364
08217;91,84126581;2,43669057
08218;1525,774689;2,260421989
08219;107,2289503;2,719707241
08220;319,1656602;3,67819623
08222;1908,066816;3,49913427
08223;118,1108103;0,746041924
08225;193,8309262;3,683360502
08226;206,2775659;3,210875855
08228;185,5189114;1,534487861
08229;135,633333;3,271957846
08230;355,5051817;4,285080273
08232;410,0169672;1,914433392
08233;48,25080725;6,226442355
08234;93,70990289;3,252347384
08235;388,0278789;3,504339741
08236;280,1879377;1,205706893
08237;691,2227439;3,356977803
08238;102,8611466;1,859675817
08239;1182,576651;4,256297031
08240;171,6489681;2,999655279
08242;489,8651555;2,113989848
08243;185,1303517;3,030029789
08244;75,93857523;3,555453592
08245;38,96823452;4,022573441
08246;97,93970761;5,839361121
08247;133,2870189;1,465957097
08248;675,5613586;1,911541153
08249;250,6962988;5,076840208
08250;193,7965617;4,471524999
08251;74,45218664;3,180904586
08252;125,2975509;2,043291946
08254;660,3088477;2,219372854
08255;242,8308335;2,849994255
08256;98,50852563;1,99668712
08257;168,8999296;2,552682478
08259;80,44168244;6,578149638
08260;608,7620093;6,024620841
08262;570,5939806;3,753660638
08263;1156,985224;6,35845931
08264;489,9057344;3,392814794
08268;72,15962869;2,732917405
08269;73,91039638;2,969974752
08271;107,7568685;0,843596873
08272;62,78599486;2,120399426
08273;69,55564321;3,926528656
08274;115,6061643;7,215988859
08275;190,1866846;0,120450469
08276;756,1632005;3,423538924
08277;135,3318428;2,209575423
08278;90,83854017;3,401865476
08279;58,29815241;4,628173947
08280;75,91727243;1,99668712
08281;472,1106516;2,729543785
08282;1026,348594;5,191603711
08283;133,3337404;2,655770982
08284;880,0005861;3,869907343
08286;111,88899;5,441405789
08287;131,8343871;2,773555485
08288;94,41472479;3,363766935
08289;577,2434701;3,40124669
08291;201,3371139;1,492083849
08293;154,5679394;3,423538924
08294;143,1999451;5,20807531
08295;173,8901163;2,908930128
08296;135,0998675;5,652322508
08297;282,8717499;4,132180605
08298;1650,211654;4,524307799
08300;15,65507228;2,057729455
08301;69,39767763;3,401865476
08302;2433,60108;2,818081157
08303;372,8277561;3,935929561
08304;89,03084099;3,671480081
08305;226,0116958;4,478491164
08306;65,42066129;4,327848494
08307;93,97066582;1,897888146
08308;85,11720955;2,911122095
08309;58,72993262;5,019565521
08310;78,89746951;6,554990912
08311;2479,727787;4,245574339
08312;175,594014;4,355952837
08313;138,8206774;4,338637735
08314;775,9318173;4,605250268
08315;70,48195882;3,142993683
08316;1029,543808;2,392494683
08317;113,2911308;1,322959892
08318;359,2099276;3,62424706
08319;347,2846938;4,070843777
08320;567,3323701;4,03355171
08321;164,8413981;4,105644715
08322;377,781823;3,493487308
08323;167,1468525;2,612311855
08324;111,0918912;2,092849004
08325;27,23549609;3,90852021
08326;157,0634548;2,777818728
08327;2255,448692;2,746456537
08328;5946,289208;3,927113593
08329;485,4903619;3,372116508
08330;706,5684782;3,447016142
08331;698,1028861;3,513982944
08332;43,81280939;2,452792237
08333;240,5599612;7,286282723
08334;36,64406052;1,196366876
08335;86,55768032;1,131456631
08336;229,8990651;3,563280256
08338;185,4557259;5,192511863
08339;314,7872694;4,272082173
08340;180,311499;3,569820476
08341;791,8612858;3,937568585
08342;268,3996368;2,381884772
08343;1157,120133;4,028024972
08344;135,9051885;2,843270776
08346;1422,961303;4,951750746
08347;233,7977428;1,612534318
08348;117,7830973;1,577244219
08349;603,3853226;3,042021259
08350;221,4988732;3,99259959
08351;80,59748338;4,0800253
08352;209,4782651;2,657826003
08353;694,9942843;2,912544441
08354;873,181702;2,560871762
08355;392,9317141;2,449386585
08356;162,5752654;2,686778682
08357;780,0545416;4,163694592
08358;240,2188612;2,841976997
08360;217,1917589;4,064105964
08361;1612,227669;5,47603533
08362;7827,046141;4,890059929
08363;6512,354561;3,033509006
08364;142,9523999;3,946601697
08365;1347,236701;4,871931529
08366;724,4226541;3,148444423
08367;2403,197759;4,336770157
08368;221,3344475;5,141487759
08369;139,3521877;2,901847053
08370;567,3768978;3,714701161
08372;74,71457871;4,444238889
08373;345,2333175;2,475921892
08374;116,0335113;3,359870752
08375;172,6759853;3,94781413
08376;254,8386598;2,849994255
08377;145,9676317;1,613191463
08378;107,3914733;3,67819623
08379;239,4704327;2,953141478
08380;206,802263;1,921792984
08381;889,23603;3,197746931
08382;115,1946967;1,782417473
08383;109,5110571;7,863201289
08384;160,0678087;3,29922569
08385;1090,877234;4,528467122
08386;308,1011146;5,310744393
08387;176,0837278;2,94313866
08388;367,0928831;4,117189128
08389;359,343321;3,769372232
08390;83,77093256;4,346193145
08391;963,6021555;3,32746955
08392;207,1737246;3,935929561
08393;70,31397858;2,646857536
08394;80,65342337;2,84099937
08395;129,8951737;4,394939902
08396;133,6792612;2,034406809
08397;38,09486645;5,275886407
08398;95,13522349;3,131155422
08399;135,3363878;0,866492394
08400;502,3335996;1,277483329
08401;241,1289213;4,764667781
08402;771,8487312;2,900799982
08403;1951,729806;4,685449839
08404;196,023257;4,292686836
08405;249,3549298;2,698086237
08406;383,3042425;5,453373565
08407;60,01356986;3,20463775
08408;533,788376;5,310622098
08409;16827,81022;4,25152569
08410;212,7084717;2,362973449
08411;101,9851703;4,725269489
08412;186,0334901;5,914554131
08413;278,5983315;2,979257497
08415;359,0188551;3,820410691
08416;165,6533622;5,331897378
08417;257,0942098;4,542387135
08418;231,582664;2,055674689
08419;1438,473689;2,680114216
08420;1323,246923;3,154022405
08421;99,66655894;2,816138733
08422;137,7164547;1,966539993
08424;122,6792843;1,553430158
08425;39,66081198;6,008038229
08426;99,17889736;2,552286259
08427;204,0581375;3,805409082
08428;154,2863391;3,023522177
08429;542,2133597;4,41283939
08430;40,02214299;1,970172322
08431;101,8305364;3,037472305
08432;109,6543453;3,298448522
08433;65,28331206;3,284982198
08434;50,46910302;1,798724158
08435;885,3557568;6,002807287
08436;394,8413419;3,175049593
08437;183,5503217;3,22691893
08438;109,9842683;2,996666755
08439;160,2267564;2,862678753
08440;152,2751465;3,915726479
08444;124,7293115;3,94781413
08445;387,160571;3,332013712
08446;89,2131377;5,291990453
08448;1099,308263;3,035014818
08449;623,9186015;2,442954146
08450;217,0458465;3,51733215
08451;396,5385378;2,652286414
08452;254,3922582;4,498733461
08453;113,5723183;4,469258409
08454;90,54939081;0,254452707
08455;85,78312133;4,0800253
08456;228,7046277;2,703821406
08457;1074,846526;4,819535092
08458;186,4302285;3,731901825
08459;169,5007878;2,013342846
08460;156,622479;5,118613156
08461;226,8414997;4,218815186
08462;130,5264129;4,142518555
08463;60,53041236;1,459017377
08464;80,10516381;4,41258838
08465;51,43754378;4,456950952
08466;74,37546421;5,205763675
08467;106,1113032;2,371256721
08468;201,7330596;3,358545803
08469;495,7640077;1,521099961
08470;74,78916226;6,226442355
08471;25,6843046;2,445936588
08472;291,983014;1,693626967
08473;315,4617095;3,351257224
08476;407,5600326;3,205455158
08477;99,47506034;4,016259767
08478;232,7139268;0,593718186
08479;190,1718315;2,88807515
08480;3718,170314;6,156266659
08481;252,6221437;2,607749447
08482;105,0643864;3,22026175
08483;515,698995;5,218594792
08484;92,42548714;3,989616051
08485;208,2681447;3,595566207
08486;1485,293557;3,891678938
08487;1972,809028;3,891678938
08488;2919,902403;5,20393925
08489;237,3423989;4,752782061
08490;4723,78485;4,640613623
08491;3632,717544;4,745113056
08492;283,7203515;4,826822061
08494;487,9588274;5,653928022
08496;126,5337227;2,81312602
08497;1296,951676;4,995635769
08498;391,8285287;3,449474841
08499;329,9641967;2,904790671
08500;59,61245019;1,628112612
08501;40,26674752;0,746041924
08502;101,8365383;2,659714215
08503;138,9304366;4,786052644
09001;73,16703203;2,699116061
09002;666,042308;5,016012978
09003;468,5816426;3,153849981
09004;135,0993277;3,34369526
09005;142,1264941;2,523287132
09006;54,84210787;3,641257923
09007;76,28534378;4,275119289
09008;132,7972434;2,337122565
09009;243,0304654;3,210024402
09011;71,23815272;1,087749758
09012;24,05096245;0,797310881
09013;78,28949532;2,701791291
09014;217,9949428;3,263249274
09015;752,5242147;3,406191921
09016;208,8653398;2,584636995
09017;122,9577796;3,263249274
09018;87,59549936;3,342660139
09019;590,9547376;4,927332822
09020;62,79140159;1,196227231
09021;146,7996069;1,680588439
09022;218,4116733;2,61287089
09023;122,9101234;2,827033754
09024;230,8323418;2,209554843
09025;68,99399189;3,263249274
09026;154,7102137;3,342660139
09027;81,74813125;2,175499516
09029;170,7979251;0,020641016
09030;520,1659921;2,590539665
09031;44,37492582;1,127618764
09032;1395,947399;3,555997078
09033;43,13599686;0,432192804
09034;27,86623538;2,175499516
09035;223,0737581;4,488427309
09037;43,66730035;1,777323416
09038;392,3612199;4,475576642
09039;336,1436375;4,259773668
09040;269,9740512;4,461401452
09041;195,0570167;2,769652509
09042;1064,566275;3,799493054
09043;771,3856868;3,704341938
09044;166,1147186;4,487167626
09045;210,8915556;3,312266456
09046;85,42944286;0,695939769
09047;1221,611176;2,348321839
09048;79,4243884;2,214037848
09049;194,3085067;1,694581672
09050;507,8947218;3,162765696
09051;156,1991147;2,678022161
09052;164,5467443;3,099823494
09053;17,28960608;2,335733643
09054;371,8686192;2,641402219
09055;109,9236623;3,263249274
09056;339,7786424;1,937119106
09057;337,5130762;3,610910194
09058;222,6558045;3,312266456
09059;119,1355788;2,175499516
09060;751,2355266;3,493525298
09061;543,0354368;4,39729621
09062;196,9098129;3,263249274
09063;103,3473356;0
09064;40,16621376;3,284728884
09065;233,848037;3,610910194
09066;661,1508362;1,694581672
09067;211,7241487;1,046632836
09068;42,27111579;0,677029033
09069;34,71375044;2,175499516
09070;379,5172765;3,765015573
09071;240,8531777;5,406645483
09072;29,65976415;0,905446722
09073;190,6703238;0,951252471
09074;150,6485726;2,142574486
09075;298,6275283;5,381665316
09076;201,5108263;2,386243548
09077;177,3120496;4,069996049
09078;85,85484583;1,196227231
09079;789,7576206;5,566719924
09080;170,3546197;2,419785201
09081;273,9102624;4,003695842
09082;492,3209909;3,008621604
09083;27,96569898;5,6312306
09084;103,9408455;3,67072406
09085;473,7861807;3,342660139
09086;351,1905338;3,735672102
09087;61,13270873;2,335733643
09088;17,96418879;0,728963324
09089;56,774011;3,021906203
09090;40,95232198;3,476419761
09091;238,4362226;3,527966232
09092;54,57750407;0,825602657
09093;150,7994272;4,026913011
09094;160,8493981;1,762743175
09095;147,1375099;4,488427309
09096;56,24523464;3,366360132
09097;115,8096294;2,921647933
09098;74,91720694;0,308264452
09099;402,3005482;4,221383339
09100;91,60994693;2,6393008
09101;262,0295365;4,197952718
09102;175,9618051;3,099823494
09103;833,5554343;5,721128139
09104;784,5303892;5,373782287
09105;789,7156372;4,053122046
09106;377,4689784;3,629677801
09107;614,1608588;1,46009865
09108;199,6242781;4,750745524
09109;147,8849838;1,94351762
09110;103,2470039;2,322061064
09111;312,5862429;4,567838173
09113;627,6459818;2,653061477
09114;127,088008;3,5623006
09115;151,3060161;3,75363077
09116;425,7466625;1,89608896
09117;109,2527107;0,599874992
09118;174,1102635;1,266497685
09119;588,4446193;4,866889499
09120;409,9429651;1,475982117
09121;803,6499383;4,026675236
09122;10017,68168;5,012309941
09123;120,8686126;2,923487129
09124;1108,013781;5,111478861
09125;496,203139;0,73406478
09126;97,75346453;0,411990564
09127;128,6710412;2,259804021
09128;314,8775484;2,822532003
09129;125,117748;2,175499516
09130;746,6577466;2,533891365
09131;184,0838015;3,805808846
09132;235,6864951;2,979224195
09133;27,26751651;0,347345852
09134;31,39147294;0
09136;90,69694072;1,236577745
09137;171,0654114;3,249378652
09138;202,1653902;1,836033503
09139;89,56581229;0
09140;110,1350738;2,827033754
09141;78,7725142;3,263249274
09142;114,4045501;2,678022161
09143;33,72586809;1,727026443
09145;234,9665468;3,387126434
09146;50,84008902;1,905743889
09147;167,4794459;1,897388679
09148;162,0520884;2,253730675
09149;212,7729495;5,978834029
09150;216,6611614;3,072055597
09151;51,35512263;4,09709016
09152;36,28580246;0
09153;135,6872516;2,743160895
09154;59,69013065;3,799493054
09155;44,24955413;1,059271206
09156;24,25060632;0,330307883
09157;2707,823442;4,892060009
09158;261,4368983;1,84170694
09159;90,45031794;4,153154698
09160;6780,088843;3,629677801
09161;622,5834234;3,828294907
09162;29,11214418;0
09163;86,07021205;2,170957114
09164;516,6048582;2,718276435
09165;264,5190056;3,55821444
09166;102,779593;1,46973971
09167;2464,278461;3,642003068
09168;187,0492948;2,895613021
09169;135,9815088;1,716035498
09170;242,2950072;2,909442999
09171;66,6416472;2,335733643
09172;31,53622042;2,441031343
09173;277,3202246;3,962691626
09174;336,5769285;6,335030631
09175;87,43576172;4,360293762
09176;609,9247778;3,805808846
09177;210,2959822;0,73378254
09178;47,32993635;2,574053247
09179;68,34642181;3,001526471
09180;138,2192136;2,241805745
09181;1303,833679;3,644531751
09182;745,1728263;3,610910194
09183;106,2760378;2,057827877
09184;39,77356568;1,09215514
09185;3955,92897;4,033188255
09186;109,0109655;3,74690024
09187;376,3307743;3,735672102
09188;1214,453066;4,720980831
09189;172,1355222;1,618918876
09190;119,1419874;1,301175587
09192;121,0084621;2,495692608
09193;76,13529747;1,196227231
09194;3469,731633;3,113007608
09195;31,12321401;3,245081695
09196;67,73796983;0
09197;23,31981356;4,674760298
09198;200,7110523;0,992911135
09199;719,6162846;4,582668251
09200;123,8945978;1,688921196
09201;79,36039827;3,910281761
09202;332,2135005;2,688739699
09203;157,7612222;4,72961645
09204;258,4124399;2,242650199
09205;82,85144519;1,209307545
09206;549,0229894;1,943957381
09207;1582,648015;3,899099881
09208;132,2872588;3,151472132
09209;1155,893255;3,467828234
09210;413,2788818;1,924837978
09211;133,327426;0,73406478
09212;99,08629997;2,217750155
09213;241,0735604;3,497734023
09214;813,9398202;4,625855585
09215;147,4375486;1,954094586
09216;62,19734594;3,799493054
09217;193,4519163;3,641257923
09218;97,46736471;3,225689195
09219;203,143807;2,175499516
09220;173,7215858;2,827033754
09221;271,373779;1,872378027
09222;24,15710759;1,727026443
09223;590,2686128;3,965831539
09224;480,3160408;4,09709016
09225;15999,68919;5,205973744
09226;40,28359878;3,765015573
09227;231,84729;2,678022161
09228;233,2428035;4,284960401
09229;516,968794;3,704341938
09230;69,06643017;1,196227231
09231;167,6465706;3,610910194
09232;38,70075982;4,674760298
09233;53,75222173;2,161548241
09234;119,7713405;2,701791291
09235;1011,280407;3,154710907
09236;376,383218;4,576128914
09237;35,96457893;1,196227231
09238;771,8791056;4,459157323
09239;160,7204793;1,196227231
09240;343,0281554;4,74424024
09241;385,0676334;3,312266456
09242;47,1750064;3,153849981
09243;84,50372767;4,157995229
09244;691,9762957;3,723983002
09245;1256,268988;3,440277563
09246;569,8842861;2,759596085
09247;184,7226007;2,242650199
09249;167,8822456;1,954094586
09250;98,89123507;2,620986413
09251;181,7747987;3,902098481
09252;95,66708214;1,196227231
09253;388,6556222;5,177370168
09254;232,6148015;4,624855318
09255;52,30539327;2,162350247
09256;55,26969502;1,680588439
09257;689,8506229;1,443568883
09258;437,0804926;4,43619543
09259;148,450325;1,811023712
09260;28,30611594;2,574053247
09261;6864,084322;3,840004168
09262;432,2749206;3,153849981
09263;21,92918787;2,175499516
09264;1269,148305;6,409005092
09265;3172,300192;4,130310868
09266;57,87194387;2,254989859
09267;146,2166715;1,087749758
09268;1670,04942;5,092223991
09269;368,9584118;4,904606074
09270;238,2958002;1,531100038
09271;75,05176092;1,796313263
09272;1363,628892;3,899099881
09273;682,33921;2,954885655
09274;342,8336177;5,139965946
09275;357,4956449;2,684211857
09276;233,048751;1,281071273
09277;688,0631836;3,784050471
09279;47,9736446;3,263249274
09280;699,6094097;1,236577745
09281;123,4369807;2,895613021
09282;4888,36369;3,306103545
09283;383,9015858;3,954652518
09284;179,3955512;3,317836789
09285;791,2448424;3,958951201
09287;15,42791989;0,728963324
09289;1528,873043;4,004474233
09290;169,9626285;2,175499516
09291;109,7243505;3,958951201
09292;49,91203743;1,266497685
09293;717,6981007;2,873650113
09294;95,98820348;4,159317822
09295;115,1794016;2,074372295
09296;183,7100739;2,86340857
09297;30,3497652;3,263249274
09298;87,12303278;2,827033754
09299;435,3814514;4,976423365
09300;193,7987674;2,821183419
09301;390,2247118;3,842937532
09303;370,9240388;3,312266456
09304;16,84129164;3,799493054
09305;403,0485486;3,75363077
09306;3321,296063;4,650314776
09307;175,8379135;3,151472132
09308;226,8815958;4,004474233
09309;157,3511295;3,898124355
09310;50,38087784;3,270674114
09311;25,30145409;3,225689195
09312;3171,07067;5,47110486
09313;149,4536151;0,695939769
09314;289,0242217;3,162950034
09315;118,6022611;3,105806306
09316;90,43667927;3,401755919
09318;126,1785297;3,475500963
09319;116,9284993;1,090319358
09320;36,47113568;4,153154698
09321;355,1747761;2,20268591
09322;341,5505213;1,3196504
09323;101,7474051;3,723983002
09324;3537,754;5,15672903
09325;26,78522226;3,225689195
09326;138,4120661;3,34369526
09327;242,6948073;1,318148002
09328;250,5261092;3,366360132
09329;675,3907685;6,182151575
09330;28,56063444;2,666041526
09331;705,7446926;4,155432534
09332;2414,605007;5,714573336
09334;719,6510523;2,937885517
09335;42,05479372;3,263249274
09336;1111,066334;2,840302822
09338;162,1338668;3,287160249
09339;750,5654964;5,145050484
09340;169,3748028;1,540840001
09341;119,4828786;2,241805745
09342;248,516408;5,053884015
10002;267,3341856;2,542870078
10003;3750,47529;3,297337837
10004;204,3675485;3,110652106
10005;286,9069369;2,723146682
10006;3030,853159;2,99321165
10007;114,5333809;2,03471507
10008;108,4939977;2,241319932
10009;91,66643076;2,751825039
10010;53,45085161;2,78141235
10011;229,6192378;3,274968828
10012;341,5498617;3,088943291
10013;140,2898981;1,124750638
10014;161,1586291;2,45297342
10015;330,5002259;1,384736036
10017;131,8450266;3,324994348
10018;1064,073945;2,168886639
10019;385,4926045;4,30317909
10020;510,0805298;1,876326285
