codgeo;libgeo;an;apl_mg_65_hmep
31120;Lherm;2018;3,50
31121;Nailloux;2018;4,30
31122;Bagnères-de-Luchon;2018;3,50
31123;Bessières;2018;3,10
31201;Villefranche-de-Lauragais;2018;4,40
31202;Montastruc-la-Conseillère;2018;4,50
31203;Merville;2018;2,90
31204;Villemur-sur-Tarn;2018;2,80
31205;Fronton;2018;3,30
31206;Cazères;2018;3,30
31207;Longages;2018;5,00
31208;Carbonne;2018;4,20
31209;Grenade;2018;3,90
31210;Venerque;2018;4,10
31211;Saint-Lys;2018;3,50
31212;Revel;2018;3,70
31213;Auterive;2018;3,80
31301;Saint-Gaudens;2018;3,60
32101;Samatan;2018;4,50
32102;Gimont;2018;3,90
32103;Lectoure;2018;3,10
32104;Vic-Fezensac;2018;2,90
32105;Eauze;2018;3,30
32106;Mirande;2018;3,70
32201;Fleurance;2018;3,90
32202;Condom;2018;4,60
32203;L'Isle-Jourdain;2018;2,60
32401;Auch;2018;4,80
33101;Cérons;2018;4,90
33102;Preignac;2018;4,80
33103;Saint-Louis-de-Montferrand;2018;2,30
33104;Cussac-Fort-Médoc;2018;5,10
33105;Branne;2018;4,30
33106;Saint-Vivien-de-Médoc;2018;4,70
33107;Sainte-Hélène;2018;2,70
33108;Baron;2018;3,60
33109;Soulac-sur-Mer;2018;5,30
33110;Avensan;2018;5,20
33111;Saint-Ciers-sur-Gironde;2018;2,20
33112;Galgon;2018;3,20
33113;Saucats;2018;2,30
33114;Ambès;2018;1,20
33115;Le Porge;2018;3,40
33116;Hourtin;2018;3,90
33117;Arsac;2018;4,20
33118;Macau;2018;3,90
33119;La Brède;2018;3,50
33120;Soussans;2018;5,10
33121;Saint-Laurent-Médoc;2018;4,10
33122;Créon;2018;3,80
33123;Marcheprime;2018;2,60
33124;Ludon-Médoc;2018;3,30
33125;Castelnau-de-Médoc;2018;4,50
33126;Pauillac;2018;3,60
33127;Lacanau;2018;3,30
33201;Bazas;2018;5,30
33202;Cadillac;2018;4,20
33203;Bourg;2018;2,60
33204;Le Barp;2018;3,40
33205;Belin-Béliet;2018;4,20
33206;Podensac;2018;4,30
33207;Saint-Savin-Saint-Yzan-de-Soudiac;2018;2,50
33208;Saint-Seurin-sur-l'Isle;2018;3,40
33209;La Lande-de-Fronsac;2018;3,20
33210;Arès;2018;5,00
33211;La Réole;2018;3,10
33212;Salles;2018;3,50
33213;Lesparre-Médoc;2018;4,00
33214;Lège-Cap-Ferret;2018;4,20
33215;Portets;2018;3,50
33216;Saint-Macaire;2018;4,50
33217;Mios;2018;4,40
33301;Cézac;2018;3,40
33302;Blaye;2018;3,20
33303;Coutras;2018;3,70
33304;Langon;2018;5,40
33305;Andernos-les-Bains;2018;4,50
33306;Biganos;2018;4,10
33401;Libourne;2018;4,40
33501;La Teste-de-Buch-Arcachon;2018;4,90
33701;Bordeaux;2018;5,10
34101;Les Matelles;2018;4,40
34102;Le Pouget;2018;2,70
34103;Valergues;2018;3,70
34104;Maureilhan;2018;4,90
34105;Bassan;2018;3,40
34106;Roujan;2018;3,70
34107;Loupian;2018;4,10
34108;Saint-Bauzille-de-Putois;2018;4,10
34109;Saint-Pargoire;2018;2,00
34110;Cessenon-sur-Orb;2018;2,50
34111;Pomérols;2018;3,90
34112;Olargues;2018;2,50
34113;Colombiers;2018;4,00
34114;Saint-Drézéry;2018;2,30
34115;Vailhauquès;2018;3,30
34116;Caux;2018;2,90
34117;Cers;2018;5,60
34118;Mudaison;2018;4,60
34119;Saint-Martin-de-Londres;2018;3,20
34120;Montblanc;2018;3,20
34121;Puisserguier;2018;2,80
34122;Aniane;2018;3,40
34123;Thézan-lès-Béziers;2018;3,00
34124;Murviel-lès-Béziers;2018;3,30
34125;Lansargues;2018;4,10
34126;Portiragnes;2018;3,80
34127;Capestang;2018;2,50
34128;Lespignan;2018;3,70
34129;Saint-Aunès;2018;4,80
34130;Canet;2018;4,60
34131;Montarnaud;2018;3,70
34132;Villeveyrac;2018;2,30
34133;Beaulieu;2018;3,70
34134;Montady;2018;4,60
34135;Paulhan;2018;3,60
34136;Nissan-lez-Enserune;2018;3,50
34137;Montagnac;2018;3,60
34138;Sussargues;2018;3,30
34139;Magalas;2018;3,90
34140;Saint-Mathieu-de-Tréviers;2018;3,60
34141;Servian;2018;4,10
34142;Cazouls-lès-Béziers;2018;2,30
34201;Florensac;2018;4,80
34202;Saint-Georges-d'Orques;2018;4,30
34203;Vias;2018;3,60
34204;Saint-André-de-Sangonis;2018;4,90
34205;Palavas-les-Flots;2018;4,60
34206;Castries;2018;5,00
34207;Gignac;2018;5,70
34208;Mireval;2018;4,50
34209;Pignan;2018;4,00
34210;Bessan;2018;4,40
34211;Marseillan;2018;3,40
34212;Ganges;2018;4,60
34213;Pézenas;2018;4,90
34214;Cournonterral;2018;3,50
34215;Lodève;2018;4,00
34301;Clermont-l'Hérault;2018;4,40
34302;Baillargues;2018;5,70
34303;Mèze;2018;2,60
34304;Bédarieux;2018;4,10
34305;Sérignan;2018;3,40
34306;Mauguio;2018;4,90
34401;Agde;2018;3,50
34501;Sète;2018;4,80
34502;Béziers;2018;4,10
34701;Montpellier;2018;4,90
35101;Chevaigné;2018;4,20
35102;Montreuil-sur-Ille;2018;2,70
35103;La Fresnais;2018;2,70
35104;Saint-Jouan-des-Guérets;2018;5,90
35105;Plerguer;2018;4,10
35106;Crevin;2018;4,90
35107;Saint-Erblon;2018;4,50
35108;Nouvoitou;2018;3,00
35109;Bourg-des-Comptes;2018;3,10
35110;Corps-Nuds;2018;3,40
35111;Louvigné-du-Désert;2018;1,70
35112;Breteil;2018;3,60
35113;Tinténiac;2018;3,90
35114;Servon-sur-Vilaine;2018;4,60
35115;Pipriac;2018;2,10
35116;Saint-Aubin-d'Aubigné;2018;3,60
35117;Saint-Aubin-du-Cormier;2018;3,40
35118;Romillé;2018;2,90
35119;Romagné;2018;4,60
35120;Miniac-Morvan;2018;4,00
35121;Plélan-le-Grand;2018;2,80
35122;Chavagne;2018;4,20
35123;Saint-Méloir-des-Ondes;2018;4,50
35124;Bourgbarré;2018;3,60
35125;Goven;2018;3,00
35126;Argentré-du-Plessis;2018;3,60
35127;La Bouëxière;2018;3,10
35128;Iffendic;2018;2,20
35129;Orgères;2018;4,20
35130;Maen Roch;2018;3,80
35131;La Mézière;2018;4,00
35132;Saint-Gilles;2018;4,60
35201;Laillé;2018;3,80
35202;Cancale;2018;2,50
35203;Gévezé;2018;3,70
35204;La Guerche-de-Bretagne;2018;2,60
35205;Dol-de-Bretagne;2018;2,50
35206;Saint-Méen-le-Grand;2018;3,10
35207;Montauban-de-Bretagne;2018;3,90
35208;Combourg;2018;3,50
35209;Noyal-sur-Vilaine;2018;5,70
35210;Retiers;2018;2,60
35211;Bréal-sous-Montfort;2018;3,60
35212;Montfort-sur-Meu;2018;2,70
35213;Acigné;2018;4,10
35214;Guipry-Messac;2018;2,90
35215;Bain-de-Bretagne;2018;3,90
35216;Mordelles;2018;3,90
35217;Liffré;2018;4,30
35218;Bédée;2018;4,20
35219;Vern-sur-Seiche;2018;4,70
35220;Janzé;2018;3,40
35221;Guichen;2018;2,70
35222;Châteaubourg;2018;3,10
35301;Châteaugiron;2018;3,40
35302;Le Rheu;2018;4,00
35303;Vitré;2018;3,40
35401;Fougères;2018;2,70
35402;Saint-Malo;2018;5,10
35701;Rennes;2018;4,90
36101;Valençay;2018;2,80
36102;Châtillon-sur-Indre;2018;3,60
36103;Vatan;2018;1,80
36104;Villedieu-sur-Indre;2018;2,40
36105;Saint-Gaultier;2018;2,70
36106;Chabris;2018;3,40
36107;Levroux;2018;1,80
36108;Ardentes;2018;0,90
36109;Buzançais;2018;2,50
36201;Le Blanc;2018;3,50
36202;La Châtre;2018;2,30
36203;Argenton-sur-Creuse;2018;2,70
36301;Issoudun;2018;2,10
36501;Châteauroux;2018;3,10
37101;Richelieu;2018;3,40
37102;Saint-Paterne-Racan;2018;2,60
37103;Chanceaux-sur-Choisille;2018;2,90
37104;Truyes;2018;2,70
37105;Sainte-Maure-de-Touraine;2018;2,80
37106;Monnaie;2018;3,10
37107;Beaumont-en-Véron;2018;4,50
37108;Langeais;2018;4,60
37201;Cinq-Mars-la-Pile;2018;4,10
37202;Azay-le-Rideau;2018;3,40
37203;Esvres;2018;3,20
37204;Bourgueil;2018;3,20
37205;Château-Renault;2018;3,20
37206;Véretz;2018;3,30
37301;Chinon;2018;4,20
37302;Loches;2018;3,60
37303;Monts;2018;2,90
37701;Tours;2018;4,20
38101;Frontonas;2018;4,90
38102;Izeaux;2018;3,50
38103;Saint-Paul-de-Varces;2018;2,90
38104;Faramans;2018;2,40
38105;Saint-Georges-de-Commiers;2018;1,60
38106;Goncelin;2018;6,20
38107;Auberives-sur-Varèze;2018;3,80
38108;Le Cheylas;2018;4,00
38109;Lans-en-Vercors;2018;5,40
38110;Diémoz;2018;3,10
38111;Saint-Siméon-de-Bressieux;2018;2,90
38112;Theys;2018;2,10
38113;Chapareillan;2018;3,40
38114;Sonnay;2018;2,10
38115;Le Bourg-d'Oisans;2018;4,90
38116;Saint-Romain-de-Jalionas;2018;2,80
38117;Saint-Georges-d'Espéranche;2018;2,70
38118;Estrablin;2018;3,70
38119;Saint-André-le-Gaz;2018;3,20
38120;Saint-Étienne-de-Saint-Geoirs;2018;3,30
38121;Brié-et-Angonnes;2018;3,70
38122;Saint-Savin;2018;4,20
38123;Villard-de-Lans;2018;5,50
38124;Saint-Laurent-du-Pont;2018;2,80
38125;Saint-Jean-de-Bournay;2018;2,00
38126;La Terrasse;2018;3,20
38127;Heyrieux;2018;3,00
38128;Villette-d'Anthon;2018;1,90
38201;Crémieu;2018;2,40
38202;Montalieu-Vercieu;2018;2,20
38203;Le Touvet;2018;4,50
38204;Saint-Just-Chaleyssin;2018;2,40
38205;La Côte-Saint-André;2018;3,10
38206;Beaurepaire;2018;1,80
38207;La Mure;2018;5,60
38208;Les Avenières Veyrins-Thuellin;2018;2,20
38209;Tullins;2018;3,40
38301;Apprieu-Le Grand-Lemps;2018;4,00
38302;Vif;2018;2,40
38303;Les Abrets en Dauphiné;2018;3,60
38304;Crolles;2018;3,40
38401;Vizille;2018;2,30
38402;Saint-Marcellin;2018;3,10
38403;Charvieu-Chavagneux;2018;2,80
38404;Villefontaine;2018;4,70
38405;La Tour-du-Pin;2018;3,30
38501;Bourgoin-Jallieu;2018;5,30
38502;Voiron;2018;4,10
38701;Grenoble;2018;4,60
39101;Moirans-en-Montagne;2018;2,30
39102;Chaussin;2018;3,00
39103;Fraisans;2018;3,50
39104;Salins-les-Bains;2018;4,50
39105;Saint-Amour;2018;1,80
39106;Les Rousses;2018;5,10
39107;Arbois;2018;4,80
39108;Poligny;2018;3,40
39109;Coteaux du Lizon;2018;3,00
39201;Tavaux;2018;4,20
39202;Hauts de Bienne;2018;3,50
39203;Saint-Claude;2018;2,90
39204;Champagnole;2018;3,00
39401;Lons-le-Saunier;2018;4,00
39402;Dole;2018;4,70
40101;Angresse;2018;6,60
40102;Ychoux;2018;2,80
40103;Villeneuve-de-Marsan;2018;2,60
40104;Saint-Jean-de-Marsacq;2018;3,80
40105;Saint-Geours-de-Maremne;2018;5,60
40106;Labouheyre;2018;2,70
40107;Pontonx-sur-l'Adour;2018;4,20
40108;Rion-des-Landes;2018;2,70
40109;Roquefort;2018;2,90
40110;Grenade-sur-l'Adour;2018;2,70
40111;Bénesse-Maremne;2018;7,10
40112;Tartas;2018;3,60
40113;Sanguinet;2018;3,00
40114;Saint-Sever;2018;3,30
40201;Morcenx-la-Nouvelle;2018;3,40
40202;Ondres;2018;5,70
40203;Hagetmau;2018;2,40
40204;Pouillon;2018;3,00
40205;Parentis-en-Born;2018;5,10
40206;Labenne;2018;5,30
40207;Mimizan;2018;4,40
40208;Peyrehorade;2018;3,20
40209;Soustons;2018;4,20
40301;Capbreton;2018;4,70
40302;Biscarrosse;2018;4,90
40303;Saint-Vincent-de-Tyrosse;2018;5,00
40401;Mont-de-Marsan;2018;4,10
40501;Dax;2018;4,30
41101;Nouan-le-Fuzelier;2018;2,60
41102;Muides-sur-Loire;2018;2,90
41103;Villefranche-sur-Cher;2018;3,00
41104;Chailles;2018;3,30
41105;Les Montils;2018;2,40
41106;Cour-Cheverny;2018;2,60
41107;Mont-près-Chambord;2018;2,90
41108;Montoire-sur-le-Loir;2018;2,80
41109;Saint-Laurent-Nouan;2018;2,30
41110;Selles-sur-Cher;2018;3,20
41111;Lamotte-Beuvron;2018;2,70
41201;Salbris;2018;2,40
41202;Mer;2018;3,40
41203;Veuzain-sur-Loire;2018;2,80
41204;Montrichard Val de Cher;2018;2,80
41205;Saint-Aignan;2018;2,90
41206;Le Controis-en-Sologne;2018;2,80
41301;Romorantin-Lanthenay;2018;3,20
41401;Vendôme;2018;3,00
41501;Blois;2018;3,60
42101;Marcilly-le-Châtel;2018;3,60
42102;Bourg-Argental;2018;2,60
42103;Panissières;2018;2,10
42104;Balbigny;2018;2,30
42105;Saint-Héand;2018;2,00
42106;Lentigny;2018;1,90
42107;Saint-Marcellin-en-Forez;2018;3,60
42201;Saint-Romain-le-Puy;2018;3,90
42202;Boën-sur-Lignon;2018;3,60
42203;Pélussin;2018;2,10
42204;Montrond-les-Bains;2018;3,80
42205;Charlieu;2018;2,60
42206;Feurs;2018;2,70
42401;Montbrison;2018;3,00
42501;Saint-Just-Saint-Rambert;2018;4,30
42502;Roanne;2018;3,40
43101;Dunières;2018;4,00
43102;Tence;2018;4,30
43103;Langeac;2018;4,10
43104;Saint-Just-Malmont;2018;3,50
43105;Saint-Didier-en-Velay;2018;2,90
43201;Yssingeaux;2018;3,20
43202;Brioude;2018;3,50
43203;Sainte-Sigolène;2018;2,90
43301;Monistrol-sur-Loire;2018;4,30
43401;Le Puy-en-Velay;2018;4,50
44101;Boussay;2018;2,10
44102;Sainte-Anne-sur-Brivet;2018;2,60
44103;Paimbœuf;2018;2,60
44104;Mauves-sur-Loire;2018;3,30
44105;Le Pallet;2018;3,60
44106;Prinquiau;2018;3,50
44107;Derval;2018;3,00
44108;Petit-Mars;2018;3,30
44109;Le Bignon;2018;3,70
44110;Saint-Gildas-des-Bois;2018;2,30
44111;Aigrefeuille-sur-Maine;2018;2,70
44112;Vieillevigne;2018;4,10
44113;Nozay;2018;3,40
44114;La Chapelle-des-Marais;2018;3,40
44115;Legé;2018;2,80
44116;Saint-Père-en-Retz;2018;3,90
44117;La Haie-Fouassière;2018;3,50
44118;Port-Saint-Père;2018;2,80
44119;Saint-Lyphard;2018;2,70
44120;Saint-Mars-du-Désert;2018;2,90
44201;Le Pellerin;2018;3,70
44202;Ligné;2018;2,90
44203;Guémené-Penfao;2018;2,00
44204;Missillac;2018;3,20
44205;La Chevrolière;2018;2,90
44206;Saint-Colomban;2018;3,50
44207;Grandchamps-des-Fontaines;2018;3,20
44208;Héric;2018;4,30
44209;Vallons-de-l'Erdre;2018;2,00
44210;La Turballe;2018;2,90
44211;Chaumes-en-Retz;2018;2,80
44212;Geneston;2018;3,40
44213;Sainte-Pazanne;2018;2,10
44214;Herbignac;2018;3,40
44215;Divatte-sur-Loire;2018;2,80
44216;Sucé-sur-Erdre;2018;3,60
44217;Saint-Étienne-de-Montluc;2018;2,70
44218;Machecoul-Saint-Même;2018;2,70
44219;Loireauxence;2018;2,30
44220;Vigneux-de-Bretagne;2018;3,20
44221;Nort-sur-Erdre;2018;3,40
44222;Saint-Philbert-de-Grand-Lieu;2018;3,40
44223;Vallet;2018;3,30
44224;Treillières;2018;2,90
44225;Blain;2018;3,30
44301;Pontchâteau;2018;3,50
44302;Ancenis-Saint-Géréon;2018;3,50
44303;Savenay;2018;3,10
44304;Châteaubriant;2018;3,30
44305;Saint-Julien-de-Concelles;2018;3,50
44306;Pornic;2018;4,20
44601;Saint-Nazaire;2018;4,30
44701;Nantes;2018;4,60
45101;Patay;2018;2,10
45102;Loury;2018;1,90
45103;Chevilly;2018;1,30
45104;Ouzouer-sur-Loire;2018;2,70
45105;Lorris;2018;1,20
45106;Châtillon-Coligny;2018;0,80
45107;Bellegarde-Quiers-sur-Bézonde;2018;1,20
45108;Lailly-en-Val;2018;3,40
45109;Châtillon-sur-Loire;2018;2,50
45110;Traînou;2018;2,00
45111;Puiseaux;2018;1,70
45112;Cléry-Saint-André;2018;2,80
45113;Poilly-lez-Gien;2018;2,90
45114;Sandillon;2018;1,60
45115;Courtenay;2018;2,10
45116;Neuville-aux-Bois;2018;2,20
45201;Ferrières-en-Gâtinais;2018;1,70
45202;Briare;2018;2,80
45203;Fay-aux-Loges;2018;3,10
45204;Chaingy;2018;2,20
45205;La Ferté-Saint-Aubin;2018;2,90
45206;Beaugency;2018;3,60
45207;Pithiviers;2018;2,30
45208;Meung-sur-Loire;2018;3,70
45209;Jargeau;2018;3,00
45210;Châteauneuf-sur-Loire;2018;2,90
45301;Sully-sur-Loire;2018;3,30
45302;Gien;2018;3,00
45501;Montargis;2018;2,40
45701;Orléans;2018;3,00
46101;Luzech;2018;3,30
46102;Prayssac;2018;3,00
46103;Gramat;2018;3,30
46104;Souillac;2018;3,10
46105;Saint-Céré;2018;2,80
46106;Biars-sur-Cère;2018;4,60
46107;Gourdon;2018;4,00
46301;Figeac;2018;4,70
46401;Cahors;2018;4,50
47101;Port-Sainte-Marie;2018;3,50
47102;Layrac;2018;3,60
47103;Gontaud-de-Nogaret;2018;2,60
47104;Casteljaloux;2018;3,10
47105;Aiguillon;2018;3,00
47106;Miramont-de-Guyenne;2018;2,50
47201;Tonneins;2018;2,60
47301;Nérac;2018;3,10
47302;Fumel;2018;2,20
47401;Villeneuve-sur-Lot;2018;2,90
47501;Agen;2018;3,40
48101;Langogne;2018;5,30
48102;La Canourgue;2018;3,50
48103;Saint-Chély-d'Apcher;2018;3,90
48201;Marvejols;2018;1,50
48301;Mende;2018;3,70
49101;La Ménitré;2018;3,30
49102;Cantenay-Épinard;2018;4,60
49103;Ingrandes-Le Fresne sur Loire;2018;3,30
49104;Saint-Christophe-du-Bois;2018;3,30
49105;Bécon-les-Granits;2018;2,80
49106;Candé;2018;2,00
49107;Saint-Lambert-la-Potherie;2018;4,60
49108;Saint-Léger-sous-Cholet;2018;4,40
49109;Seiches-sur-le-Loir;2018;3,90
49110;Trémentines;2018;2,10
49111;Maulévrier;2018;1,90
49112;La Tessoualle;2018;3,10
49113;Vernantes;2018;2,00
49114;Durtal;2018;2,40
49115;Saint-Georges-sur-Loire;2018;4,10
49116;Le May-sur-Èvre;2018;3,10
49117;Montreuil-Bellay;2018;2,40
49118;La Séguinière;2018;4,50
49119;Val d'Erdre-Auxence;2018;2,20
49120;Le Lion-d'Angers;2018;2,90
49201;Rives-du-Loir-en-Anjou;2018;3,10
49202;Allonnes;2018;3,50
49203;Longuenée-en-Anjou;2018;3,60
49204;Chalonnes-sur-Loire;2018;4,10
49205;Beaufort-en-Anjou;2018;3,70
49206;Tiercé;2018;3,10
49207;Montreuil-Juigné;2018;4,30
49208;Lys-Haut-Layon;2018;3,00
49209;Longué-Jumelles;2018;2,50
49210;Gennes-Val-de-Loire;2018;3,60
49211;Les Hauts-d'Anjou;2018;3,40
49212;Ombrée d'Anjou;2018;2,30
49301;Brissac Loire Aubance;2018;4,70
49302;Doué-en-Anjou;2018;2,80
49303;Baugé-en-Anjou;2018;3,10
49304;Montrevault-sur-Èvre;2018;1,70
49305;Orée d'Anjou;2018;3,00
49306;Segré-en-Anjou Bleu;2018;3,20
49307;Mauges-sur-Loire;2018;4,10
49401;Chemillé-en-Anjou;2018;2,60
49402;Beaupréau-en-Mauges;2018;3,40
49403;Loire-Authion;2018;3,50
49404;Sèvremoine;2018;3,30
49405;Saumur;2018;3,50
49501;Cholet;2018;4,10
49701;Angers;2018;5,20
50101;Montmartin-sur-Mer;2018;3,10
50102;Périers;2018;3,00
50103;Marigny-Le-Lozon;2018;2,60
50104;Ducey-Les Chéris;2018;3,60
50105;Pont-Hébert;2018;2,50
50106;Sourdeval;2018;2,30
50107;Les Pieux;2018;2,00
50108;Mortain-Bocage;2018;2,40
50109;Saint-Vaast-la-Hougue;2018;2,80
50110;La Haye;2018;3,30
50111;Condé-sur-Vire;2018;3,60
50112;Pontorson;2018;2,80
50113;Saint-James;2018;2,80
50114;Bréhal;2018;3,50
50201;Villedieu-les-Poêles-Rouffigny;2018;3,50
50202;Bricquebec-en-Cotentin;2018;2,60
50203;Torigny-les-Villes;2018;3,40
50204;Agon-Coutainville;2018;3,00
50205;Valognes;2018;3,10
50206;Saint-Hilaire-du-Harcouët;2018;2,80
50207;Coutances;2018;3,30
50301;Carentan-les-Marais;2018;3,00
50302;Avranches;2018;3,60
50401;Saint-Lô;2018;4,00
50402;Granville;2018;4,30
50501;Cherbourg-en-Cotentin;2018;3,70
51101;Sarry;2018;3,00
51102;Fère-Champenoise;2018;2,70
51103;Muizon;2018;4,90
51104;Dormans;2018;3,60
51105;Courtisols;2018;2,30
51106;Blancs-Coteaux;2018;2,80
51107;Warmeriville;2018;5,80
51108;Montmirail;2018;4,00
51109;Suippes;2018;2,00
51110;Bazancourt;2018;3,70
51111;Sainte-Menehould;2018;4,00
51112;Sézanne;2018;4,90
51201;Witry-lès-Reims;2018;4,40
51202;Mourmelon-le-Grand;2018;2,90
51203;Fismes;2018;3,00
51204;Aÿ-Champagne;2018;3,90
51301;Vitry-le-François;2018;3,10
51401;Épernay;2018;4,30
51501;Châlons-en-Champagne;2018;4,30
51701;Reims;2018;4,90
52101;La Porte du Der;2018;3,00
52102;Chalindrey;2018;4,10
52103;Wassy;2018;3,10
52104;Nogent;2018;4,00
52201;Joinville;2018;2,60
52202;Langres;2018;4,40
52401;Chaumont;2018;3,90
53101;Saint-Pierre-la-Cour;2018;1,90
53102;Renazé;2018;3,30
53103;Gorron;2018;2,40
53104;Loiron-Ruillé;2018;2,50
53105;Ambrières-les-Vallées;2018;2,50
53106;Villaines-la-Juhel;2018;1,80
53107;Argentré;2018;2,40
53108;Meslay-du-Maine;2018;2,80
53109;Cossé-le-Vivien;2018;2,00
53110;Montsûrs;2018;2,20
53111;L'Huisserie;2018;2,60
53112;Louverné;2018;3,80
53113;Craon;2018;3,00
53201;Ernée;2018;2,50
53202;Bonchamp-lès-Laval;2018;2,80
53203;Évron;2018;3,20
53301;Mayenne;2018;2,80
53302;Château-Gontier-sur-Mayenne;2018;3,40
53501;Laval;2018;3,60
54101;Foug;2018;3,60
54102;Gorcy;2018;1,70
54103;Gondreville;2018;6,30
54104;Rosières-aux-Salines;2018;5,80
54105;Audun-le-Roman;2018;3,10
54106;Valleroy;2018;3,20
54107;Hussigny-Godbrange;2018;2,90
54108;Richardménil;2018;5,80
54109;Pagny-sur-Moselle;2018;2,40
54110;Piennes;2018;2,30
54111;Dieulouard;2018;3,70
54112;Baccarat;2018;2,00
54201;Tucquegnieux;2018;2,40
54202;Longuyon;2018;2,70
54203;Blainville-sur-l'Eau;2018;3,50
54204;Ludres;2018;6,30
54205;Val de Briey;2018;3,10
54301;Jarny;2018;2,50
54302;Neuves-Maisons;2018;3,20
54401;Dombasle-sur-Meurthe;2018;4,00
54402;Lunéville;2018;5,40
54403;Toul;2018;5,10
54404;Pont-à-Mousson;2018;4,10
54405;Longwy (partie française);2018;3,00
54701;Nancy;2018;5,00
55101;Montmédy;2018;3,20
55102;Revigny-sur-Ornain;2018;4,70
55103;Stenay;2018;3,20
55104;Bouligny;2018;3,00
55105;Étain;2018;3,90
55106;Saint-Mihiel;2018;3,00
55201;Commercy;2018;3,70
55202;Ligny-en-Barrois;2018;3,30
55301;Bar-le-Duc;2018;3,00
55401;Verdun;2018;3,80
56101;Saint-Pierre-Quiberon;2018;3,80
56102;Arzon;2018;2,20
56103;Meucon;2018;5,10
56104;Bono;2018;4,00
56105;Josselin;2018;4,40
56106;Le Palais;2018;6,80
56107;Sainte-Anne-d'Auray;2018;4,40
56108;Le Faouët;2018;2,40
56109;Camors;2018;3,00
56110;Merlevenez;2018;3,50
56111;Monterblanc;2018;2,00
56112;Locqueltas;2018;3,90
56113;Noyal-Pontivy;2018;2,60
56114;Sulniac;2018;3,20
56115;Pont-Scorff;2018;3,60
56116;Saint-Nolff;2018;3,10
56117;Gourin;2018;2,90
56118;Landévant;2018;3,30
56119;La Gacilly;2018;3,60
56120;Baden;2018;2,80
56121;Surzur;2018;3,80
56122;Malestroit;2018;2,70
56123;Quiberon;2018;3,20
56201;Muzillac;2018;4,10
56202;Arradon;2018;4,50
56203;Plouhinec;2018;3,40
56204;Grand-Champ;2018;2,90
56205;Plouay;2018;3,70
56206;Elven;2018;4,30
56207;Guer;2018;3,70
56208;Baud;2018;3,40
56209;Ploeren;2018;7,10
56210;Kervignac;2018;4,00
56211;Pluvigner;2018;2,60
56212;Questembert;2018;3,90
56213;Theix-Noyalo;2018;5,10
56214;Languidic;2018;3,80
56215;Locminé;2018;3,60
56216;Sarzeau;2018;3,20
56217;Belz;2018;3,40
56301;Ploërmel;2018;4,30
56302;Guidel;2018;4,20
56303;Riantec-Locmiquélic;2018;2,50
56304;Carnac;2018;3,80
56305;Pontivy;2018;2,90
56401;Hennebont;2018;4,80
56402;Auray;2018;5,10
56501;Vannes;2018;4,60
56601;Lorient;2018;4,50
57101;Mandelbachtal (ALL)-Blies-Guersviller (partie française);2018;1,90
57102;Rouhling;2018;3,90
57103;Tressange;2018;3,50
57104;Amanvillers;2018;1,40
57105;Dudelange (LUX)-Volmerange-les-Mines (partie française);2018;2,30
57106;Basse-Ham;2018;3,60
57107;Metzervisse;2018;2,10
57108;Farschviller;2018;2,90
57109;Diebling;2018;3,30
57110;Aumetz;2018;3,70
57111;Château-Salins;2018;4,20
57112;Porcelette;2018;3,70
57113;Boulange;2018;3,00
57114;Hundling;2018;3,40
57115;Schœneck;2018;2,30
57116;Neufchef;2018;2,60
57117;Alsting;2018;2,30
57118;Verny;2018;2,30
57119;Troisfontaines;2018;3,90
57120;Peltre;2018;3,30
57121;Dieuze;2018;3,20
57122;Puttelange-aux-Lacs;2018;3,10
57123;Fontoy;2018;3,70
57124;Kayl (LUX)-Ottange (partie française);2018;2,00
57125;Courcelles-Chaussy;2018;3,50
57126;Bousse;2018;4,00
57127;Woustviller;2018;3,90
57128;Kleinblittersdorf (ALL)-Grosbliederstroff (partie française);2018;4,00
57129;Rohrbach-lès-Bitche;2018;2,90
57130;Falck;2018;2,70
57131;Longeville-lès-Saint-Avold;2018;4,80
57132;Novéant-sur-Moselle;2018;2,90
57133;Morhange;2018;3,10
57134;Bouzonville;2018;2,90
57135;Sarralbe;2018;3,60
57136;Perl (ALL)-Sierck-les-Bains (partie française);2018;2,10
57201;Bitche;2018;2,60
57202;Ay-sur-Moselle;2018;4,60
57203;Boulay-Moselle;2018;3,00
57204;Phalsbourg;2018;3,80
57205;Marange-Silvange;2018;3,50
57206;Farébersviller;2018;3,80
57207;Hettange-Grande;2018;2,20
57208;Guénange;2018;5,90
57301;Faulquemont;2018;3,40
57302;Sarrebourg;2018;3,90
57303;Creutzwald;2018;3,30
57401;Sarreguemines (partie française);2018;3,80
57402;Saint-Avold (partie française);2018;4,00
57501;Sarrebruck (ALL)-Forbach (partie française);2018;3,90
57601;Thionville;2018;3,90
57701;Metz;2018;4,70
58101;Pougues-les-Eaux;2018;3,50
58102;Guérigny;2018;1,30
58103;La Machine;2018;1,60
58104;Imphy;2018;1,10
58105;Marzy;2018;2,80
58106;Clamecy;2018;3,20
58107;La Charité-sur-Loire;2018;1,70
58201;Decize;2018;1,50
58202;Cosne-Cours-sur-Loire;2018;2,50
58501;Nevers;2018;3,60
59101;Villers-Outréaux;2018;3,20
59102;Esquelbecq;2018;2,70
59103;Mons-en-Pévèle;2018;3,50
59104;Walincourt-Selvigny;2018;3,30
